"seller_id","cluster7"
"185","7c51de0ab286204ce75ff42bf7c10d92",2
"186","7c9130f5f3729edd32aa059141d92484",2
"187","7d13fca15225358621be4086e1eb0964",3
"188","7d7866a99a8656a42c7ff6352a433410",2
"189","7d7d2b7a51328016102d4528c411d630",2
"190","7d81e74a4755b552267cd5e081563028",2
"191","7f5e4d5efad7e44b91115dd1decb65f3",2
"192","7fc87cc3e89b3d1d5cabdca32f8485aa",2
"193","7ff588a03c2aeae4fbd23f9ae64b760d",2
"194","83c465a786b06574376909b35ef6752a",1
"195","845e8036c3f7bf62099352f5ed910240",2
"196","8476243f92442881ddd5b578975cf115",2
"197","85044848b1b767db2a4a58526adef4b4",2
"198","850913d59ce317156b00f3705f1c3edb",2
"199","85ecf03781da592876b7844acc1b729f",2
"200","86ff3eaef0267069cc891a2ed9d10a17",2
"201","87d3c3aeb3ead335511b3ce315eb341e",2
"202","87d73636a3acf123e842bb890a4db036",1
"203","880ce4951cf857ab1d9e0b75c1d856f4",1
"204","88cd3681e0a2ba85e190f7d817629c4c",2
"205","88cf19ec1fc2c58f161aee259d57142c",2
"206","88ef59b51bdaa941d10a853429f2b6ce",2
"207","89757206b887aed36f3e18d858460fea",1
"208","89a51f50b8095ea78d5768f34c13a76f",2
"209","8a432f4e5b471f8da497d7dc517666e2",3
"210","8a8835a43bda99fd37310ad76c457510",2
"211","8b181ee5518df84f18f4e1a43fe07923",1
"212","8c9348f33ae3dada25c99c99ade2af78",1
"213","8de8fe3af4449ed695d2434c933ed73e",1
"214","8fb67a334bacec338885b4e9e1708073",1
"215","8fbd63429be6d3e5e6d1a709b6464802",2
"216","902c99f1ac505c0d18778b61bcd636f7",2
"217","9140ef75cc8211c4035935e80e567204",1
"218","9261d76c62caaf0b24677c2ceb7f8f20",2
"219","929f342384a6607afe143d789ade1316",1
"220","94165aea8a35c3c21499cbcae239b16c",2
"221","94d76e96eedd976258cd3278ce56d5f2",1
"222","964ff64dc05b13811c6d0f41e0aa5f6b",1
"223","968268a686aa05d1f529fb07dff08130",2
"224","97e50a621f8e801f4baf69e08687c192",1
"225","9803a40e82e45418ab7fb84091af5231",2
"226","980640c45d7a4635885491d077167e4d",2
"227","985c92cc412091f8529c12d7f23d3fef",2
"228","99cd94252748d2bdde08e17858233602",2
"229","9aa388272ee334b6ae07bc73706e254a",2
"230","9ac4f14370b1e24ddc58be041b7f99df",2
"231","9b1585752613ec342d03bbab9997ec48",2
"232","9b1f656ca3060f8af17a50d8a024b533",1
"233","9c1c0c36cd23c20897e473901a8fb149",1
"234","9c7fd21e0aa159b20da593371f08ff7c",2
"235","9cf787a239c1aa29dbd76f153dc13f9a",2
"236","9d213f303afae4983637247556438ede",1
"237","9d681c7e12db302cb261e721040dde65",2
"238","9da15f4a4ea758d9eeb49000dbe57e22",2
"239","9e6967d3cf386d284251784b18ccb485",2
"240","9e7c5f4d7770eab65738cca38f9efccf",2
"241","a11a0e0ca67423425691db355cff69b0",1
"242","a213f1bd6458f4a158f3746cb2514559",1
"243","a414555ce331b8c8aea4a9cb8395194d",2
"244","a4fc6eadaff1576af888509a53420f6a",2
"245","a53f60f05f822b5c621a50ff6a5cb362",2
"246","a56e351445e5863fc8960640ba9190c7",2
"247","a63bfbaa882c8f4542891b4e2246cc7f",2
"248","a64e44665225d19dfc0277eeeaaccc57",1
"249","a663d9c3797e90eac99ff60939416a56",1
"250","a69aa24cec11168e7e39a3fbc727e925",1
"251","a7a9b880c49781da66651ccf4ba9ac38",2
"252","a7d0f8dd44f57ef6de7f7f02e3d82630",2
"253","a8739afb32aaa45e01815ca76f76f54b",2
"254","aa2640d851ec322526f1295bbeb20092",2
"255","aae5e7b457a3c72ee230a47d98fceda5",2
"256","ade45994b717ccee333492330fbf037b",2
"257","ae45df84722b1d15c5f32b23a095746c",2
"258","ae7ab174effdead6c241e547e4ca13f0",2
"259","af3ef48d0e13835e529c29ac573c63e5",2
"260","b16d3dadc47d4eb18be3d88bad0775ce",2
"261","b3809b8d4394588a47c8470ea331e135",2
"262","b494891378bd8f4560abe576c52deacd",2
"263","b566ab0ef88016e00422755e305103c6",2
"264","b586cd24c010a13916af621b0325fbba",2
"265","b64d51f0435e884e8de603b1655155ae",2
"266","b67d6c666e8dce1d078c882825e12704",2
"267","b9ec22de23f18567de0e09d776ca0309",1
"268","ba143b05f0110f0dc71ad71b4466ce92",3
"269","ba90964cff9b9e0e6f32b23b82465f7b",3
"270","bb2afe2061d53c6968aa0cffa233a8ec",2
"271","bb7ad8a45c027be8ab075b8e465f8ca0",1
"272","bba8d0c234a52b87b3957037a215d1a4",1
"273","bbe87dce25ba8b38bb61cc7210a3f10b",1
"274","bc8c8d665ec4664d286be0d521722b19",2
"275","bce6a5ecf98e99fd2a8868b15c51f04b",2
"276","bd4431c1a8dfa744b59e1e2a8bc99b9e",2
"277","bdae679a9b282249bc23b9b69dae9a99",2
"278","bec568278124768c474ee90971ca94d1",2
"279","bf00385a5f7fc1ef39a13c2e9ee50a5f",2
"280","bf0d50a6410d487dc97d2baac0a8c0be",2
"281","c004e5ea15737026cecaee0447e00b75",2
"282","c013e57c075a06e5b5c48ee03c525719",2
"283","c092292535a57dacd95a8765f5518f87",1
"284","c0aff2da32c17759d30b22fb0af6649d",2
"285","c1849d4d32d7a6cecd5aa471809d3135",2
"286","c32fc744b9160ac853450488e3cfea93",2
"287","c3e1abd72a42fe690fcd89cf5720fe29",2
"288","c510bc1718f0f2961eaa42a23330681a",2
"289","c54679b132454625907c773d273d4126",1
"290","c5f7e746b7e6d07def6c0dae9903279b",2
"291","c611f4ce9ce875bcc063fa97fd4d7d12",2
"292","c70a353f02429c00775a46a75fb787da",2
"293","c70c1b0d8ca86052f45a432a38b73958",3
"294","c7bb64409aa480bb7d0335faaaf3d242",2
"295","c84592044b180dec206770c38603814b",2
"296","c8665a4dd081a2c436b1cd921079d0d9",1
"297","c8cc60ffd415254af5d9b9f34f32c369",2
"298","c963a25b8671419c6ce9eebe8fd03218",1
"299","ca4b77513ac2040591b0d8fae6958380",2
"300","ca7c6bd577e559472af1c699de9e764e",2
"301","caa9bc43a9fe8cf9c564ddd8a03cc4a6",2
"302","cac876b37d3abcd6bd76caca30277996",2
"303","cad10cc982ab6a391570c211b995c17c",1
"304","cad9969167c09b48ae6f1d123f7fa68d",2
"305","cb6c9f5888a7a090c75beaf615925792",2
"306","cbf09e831b0c11f6f23ffb51004db972",2
"307","cc63f0dd2acba93ffed4fe9f8e0321fa",3
"308","cd2169d9f31ff6fbb9ca3373b0c9e354",2
"309","ce20a2ec1514c25e16f2b5b39bc818f0",2
"310","ce4755084bc097113867e6454f8f5e52",1
"311","ce616e1913288884e7742faac9d981db",2
"312","cfe94489ddd337d1e29e12f2a7205d10",2
"313","d1ef48b38baca7e831711c4a0aeb398f",2
"314","d263fa444c1504a75cbca5cc465f592a",1
"315","d3dcf0604eabf0224fbd5948b5e02f69",2
"316","d4ffeb15b67e81ff9af2b4252d99fb7e",2
"317","d566c37fa119d5e66c4e9052e83ee4ea",3
"318","d594982fd877af63ace38ea1fca27c76",2
"319","d598f929fc44e1e38678e7f47250ec04",1
"320","d63f306de130e0391d38a792541723b8",1
"321","d66c11a9572221d92fbb8c4897db5f9b",2
"322","d7827b2af99326a03b0ed9c7a24db0d3",1
"323","d8bf0fc082fd4a77fc2e5679b6c00133",1
"324","d8d9567d0bfb0bc7eb845a205ba42657",2
"325","d9a84e1403de8da0c3aa531d6d108ba6",3
"326","da4d149c0ddbac90557103ac0a0ec356",2
"327","da6a60cc8cc724fe51be021ff8be779c",2
"328","da7039f29f90ce5b4846ffc0fcc93beb",2
"329","dace965ca58120f92f8d742a9fa1864b",2
"330","daf565f087a52def0fd5c5825b3661bc",2
"331","db2956745b3a8e9f3785c99f34b5d25e",2
"332","dbdd0ec73a4817971d962698f2fea022",2
"333","dc50afafdfa325eadc890c7fa42a8f4e",2
"334","dc64d75cc406bb0697be983831430e60",2
"335","dc7192adf8ba09569261f4a8d576afe0",2
"336","dd5450b022b2d00a2145a66331e1aef6",1
"337","dda37071807e404c5bb2a1590c66326f",1
"338","dedcab67899479e4ea5dcc4eba47f587",2
"339","df91910b6a03bb2e3358fa6a35e32f6f",2
"340","dfa0c4c6229ab200a4a1336b4d7128ff",3
"341","e0a3c37054ade6478d923a6efc10f308",1
"342","e116c7455dd26a4d8c3e92532583905f",2
"343","e1643dff33666ca629e3644c02738179",2
"344","e1c76f339ebd5460999f25a2aa8c92c5",1
"345","e1dc0754bada9ee4cfe9713f22f61292",2
"346","e250d617a0ad591ba9bd663e584a895d",2
"347","e433f5fd4050e3352b5d83522b7fe24b",2
"348","e504a4e2efaa45cbff7e268a2c58c956",2
"349","e58a5b390e28abc0b216cfb0e07d27d7",1
"350","e5cbe890e679490127e9a390b46bbd20",2
"351","e819bcfade7b5d88a27325eb6cfd62c5",2
"352","e8dba4d70f7f2b20e775d09cae01142d",2
"353","e94b64dc6979b302a5a5be1662c83bb6",1
"354","e9c2dc0dd4ac38448289be644ac94f42",1
"355","e9e446d01bd10a97a8ffcfc4a3a20cb2",2
"356","ea4e9ce63a2134743b4a92777437fcdd",2
"357","eb72802c83dc7547529c9546d1a9b8ef",2
"358","eb9267cccc90f1b49c8d2f9887c7dd97",1
"359","ec8463980a4e0ea9f8517aea1ed0c419",2
"360","ed8cb7b190ceb6067227478e48cf8dde",2
"361","ee2fbacc2fc3794e656cc4d933d59ce7",2
"362","f049a72cf58fd31b11f8919cade515e7",2
"363","f0ec78809fe0bc3edb11c9fe5b97b059",2
"364","f12d3c2a14729ae461b920c11fe20fdc",2
"365","f1b854361f4e15d5851b494df66f22b2",2
"366","f1fdf2d13186575751aa25876536d85c",1
"367","f22a247b79dd22ecd91dc8e3b2a1b07c",2
"368","f3c38ab652836d21de61fb8314b69182",2
"369","f46490624488d3ff7ce78613913a7711",3
"370","f88adb15807168d3c43d71021090ce4a",2
"371","f9ec7093df3a7b346b7bcf7864069ca3",2
"372","f9eda05b67bef472deaddbba84aca289",2
"373","fac1a9017ade7bdc94058fc1c969f355",2
"374","fadb07c842a2aef5d5a676b85f220e71",2
"375","fcdd820084f17e9982427971e4e9d47f",2
"376","fd435faa3c0422b60440ea3480d0e77c",1
"377","fe87f472055fbcf1d7e691c00b1560dc",2
"378","ffa6adafb71b807dc13159e26431354c",2
"379","ffad1e7127fb622cb64a900751590acd",2
"380","ffc470761de7d0232558ba5e786e57b7",2
